Númer,Heiti,Einingar,Kennslumisseri,Námstig,Slóð
ÞJÓ561L,Doktorsritgerð í Þjóðfræði,0,Sumar,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91004220183&kennsluar=2017
ÞJÓ441L,MA ritgerð í Þjóðfræði,0,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91004320176&kennsluar=2017
ÞJÓ441L,MA ritgerð í Þjóðfræði,0,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91004320180&kennsluar=2017
ÞJÓ441L,MA ritgerð í Þjóðfræði,0,Sumar,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91004320183&kennsluar=2017
MEN443L,Lokaverkefni,0,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91004520176&kennsluar=2017
MEN443L,Lokaverkefni,0,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91004520180&kennsluar=2017
ÍSB443L,Meistararitgerð í íslenskum bókmenntum,0,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91004720176&kennsluar=2017
ÍSB443L,Meistararitgerð í íslenskum bókmenntum,0,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91004720180&kennsluar=2017
ÍSB443L,Meistararitgerð í íslenskum bókmenntum,0,Sumar,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91004720183&kennsluar=2017
VIÐ264L,BS ritgerð,0,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91004920176&kennsluar=2017
VIÐ264L,BS ritgerð,0,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91004920180&kennsluar=2017
VIÐ264L,BS ritgerð,0,Sumar,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91004920183&kennsluar=2017
SAG441L,MA-ritgerð í sagnfræði,0,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91005020176&kennsluar=2017
SAG441L,MA-ritgerð í sagnfræði,0,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91005020180&kennsluar=2017
SAG441L,MA-ritgerð í sagnfræði,0,Sumar,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91005020183&kennsluar=2017
ÍÞH262L,Lokaverkefni,0,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91005220180&kennsluar=2017
ENS241L,BA-ritgerð í ensku,0,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91005320176&kennsluar=2017
ENS241L,BA-ritgerð í ensku,0,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91005320180&kennsluar=2017
ENS241L,BA-ritgerð í ensku,0,Sumar,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91005320183&kennsluar=2017
ÍÞH441L,Lokaverkefni,0,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91005520176&kennsluar=2017
ÍÞH441L,Lokaverkefni,0,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91005520180&kennsluar=2017
ÍÞH441L,Lokaverkefni,0,Sumar,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91005520183&kennsluar=2017
ÞÝS261L,BA-ritgerð í þýsku,0,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91005620176&kennsluar=2017
ÞÝS261L,BA-ritgerð í þýsku,0,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91005620180&kennsluar=2017
ÞÝS261L,BA-ritgerð í þýsku,0,Sumar,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91005620183&kennsluar=2017
SSM431L,MS ritgerð,0,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91005720176&kennsluar=2017
SSM431L,MS ritgerð,0,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91005720180&kennsluar=2017
SSM431L,MS ritgerð,0,Sumar,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91005720183&kennsluar=2017
ÞÝÐ444L,Meistararitgerð í þýðingafræðum,0,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91005820176&kennsluar=2017
ÞÝÐ444L,Meistararitgerð í þýðingafræðum,0,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91005820180&kennsluar=2017
ÞÝÐ444L,Meistararitgerð í þýðingafræðum,0,Sumar,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91005820183&kennsluar=2017
SÆN241L,BA-ritgerð í sænsku,0,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91005920176&kennsluar=2017
SÆN241L,BA-ritgerð í sænsku,0,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91005920180&kennsluar=2017
GFR26AL,BA ritgerð í guðfræði,0,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91006120176&kennsluar=2017
GFR26AL,BA ritgerð í guðfræði,0,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91006120180&kennsluar=2017
GFR26AL,BA ritgerð í guðfræði,0,Sumar,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91006120183&kennsluar=2017
HSP261L,BA-ritgerð í heimspeki,0,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91006220176&kennsluar=2017
HSP261L,BA-ritgerð í heimspeki,0,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91006220180&kennsluar=2017
HSP261L,BA-ritgerð í heimspeki,0,Sumar,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91006220183&kennsluar=2017
BÓK241L,BA ritgerð í Bókasafns- og upplýsingafræði,0,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91006320176&kennsluar=2017
BÓK241L,BA ritgerð í Bókasafns- og upplýsingafræði,0,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91006320180&kennsluar=2017
BÓK241L,BA ritgerð í Bókasafns- og upplýsingafræði,0,Sumar,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91006320183&kennsluar=2017
MAN441L,MA ritgerð í Mannfræði,0,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91006420176&kennsluar=2017
MAN441L,MA ritgerð í Mannfræði,0,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91006420180&kennsluar=2017
MAN261L,BA ritgerð í mannfræði,0,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91006520176&kennsluar=2017
MAN261L,BA ritgerð í Mannfræði,0,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91006520180&kennsluar=2017
STJ261L,BA-ritgerð í stjórnmálafræði,0,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91006620176&kennsluar=2017
STJ261L,BA-ritgerð í stjórnmálafræði,0,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91006620180&kennsluar=2017
STJ261L,BA-ritgerð í stjórnmálafræði,0,Sumar,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91006620183&kennsluar=2017
SAG241L,BA-ritgerð í sagnfræði,0,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91006720176&kennsluar=2017
SAG241L,BA-ritgerð í sagnfræði,0,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91006720180&kennsluar=2017
SAG241L,BA-ritgerð í sagnfræði,0,Sumar,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91006720183&kennsluar=2017
OSS441L,MPA-ritgerð,0,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91006820176&kennsluar=2017
OSS441L,MPA-ritgerð,0,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91006820180&kennsluar=2017
OSS441L,MPA-ritgerð,0,Sumar,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91006820183&kennsluar=2017
SKF441L,Lokaverkefni,0,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91006920176&kennsluar=2017
SKF441L,Lokaverkefni,0,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91006920180&kennsluar=2017
SKF441L,Lokaverkefni,0,Sumar,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91006920183&kennsluar=2017
STM441L,Lokaverkefni,0,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91007020176&kennsluar=2017
STM441L,Lokaverkefni,0,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91007020180&kennsluar=2017
STM441L,Lokaverkefni,0,Sumar,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91007020183&kennsluar=2017
ÞRÓ441L,MA ritgerð í Þróunarfræði,0,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91007120176&kennsluar=2017
ÞRÓ441L,MA ritgerð í Þróunarfræði,0,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91007120180&kennsluar=2017
GSS261L,Lokaverkefni,0,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91007420176&kennsluar=2017
GSS261L,Lokaverkefni,0,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91007420180&kennsluar=2017
ÍSF441L,Meistararitgerð í íslenskum fræðum,0,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91007620176&kennsluar=2017
ÍSF441L,Meistararitgerð í íslenskum fræðum,0,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91007620180&kennsluar=2017
ÍSF441L,Meistararitgerð í íslenskum fræðum,0,Sumar,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91007620183&kennsluar=2017
ÞJÓ261L,BA ritgerð í þjóðfræði,0,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91008020176&kennsluar=2017
ÞJÓ261L,BA ritgerð í þjóðfræði,0,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91008020180&kennsluar=2017
ÞJÓ261L,BA ritgerð í þjóðfræði,0,Sumar,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91008020183&kennsluar=2017
IÐN561L,Lokaverkefni,0,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91008220176&kennsluar=2017
IÐN561L,Lokaverkefni,0,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91008220180&kennsluar=2017
IÐN441L,Lokaverkefni,0,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91008320176&kennsluar=2017
IÐN441L,Lokaverkefni,0,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91008320180&kennsluar=2017
DAN261L,BA-ritgerð í dönsku,0,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91008520176&kennsluar=2017
DAN261L,BA-ritgerð í dönsku,0,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91008520180&kennsluar=2017
DAN261L,BA-ritgerð í dönsku,0,Sumar,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91008520183&kennsluar=2017
BYG441L,Lokaverkefni,0,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91008620176&kennsluar=2017
BYG441L,Lokaverkefni,0,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91008620180&kennsluar=2017
ÍSB571L,Doktorsritgerð í íslenskum bókmenntum,0,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91008720176&kennsluar=2017
ÍSB571L,Doktorsritgerð í íslenskum bókmenntum,0,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91008720180&kennsluar=2017
UPP442L,MIS ritgerð í Upplýsingafræði,0,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91008920176&kennsluar=2017
UPP442L,MIS ritgerð í Upplýsingafræði,0,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91008920180&kennsluar=2017
UPP442L,MIS ritgerð í Upplýsingafræði,0,Sumar,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91008920183&kennsluar=2017
LÆK441L,Verkefni til meistaraprófs,0,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91009120176&kennsluar=2017
LÆK441L,Verkefni til meistaraprófs,0,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91009120180&kennsluar=2017
LÆK441L,Verkefni til meistaraprófs,0,Sumar,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91009120183&kennsluar=2017
SAG571L,Doktorsritgerð í sagnfræði,0,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91009220176&kennsluar=2017
SAG571L,Doktorsritgerð í sagnfræði,0,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91009220180&kennsluar=2017
SAG571L,Doktorsritgerð í sagnfræði,0,Sumar,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91009220183&kennsluar=2017
LÆK442L,Verkefni til meistaraprófs,0,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91009320176&kennsluar=2017
LÆK442L,Verkefni til meistaraprófs,0,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91009320180&kennsluar=2017
LÆK442L,Verkefni til meistaraprófs,0,Sumar,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91009320183&kennsluar=2017
VIÐ431L,MS ritgerð,0,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91009520176&kennsluar=2017
VIÐ431L,MS ritgerð,0,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91009520180&kennsluar=2017
VIÐ431L,MS ritgerð,0,Sumar,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91009520183&kennsluar=2017
ÍSE241L,BA-ritgerð í íslensku sem öðru máli,0,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91009720176&kennsluar=2017
ÍSE241L,BA-ritgerð í íslensku sem öðru máli,0,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91009720180&kennsluar=2017
ÍSE241L,BA-ritgerð í íslensku sem öðru máli,0,Sumar,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91009720183&kennsluar=2017
JAR561L,Lokaverkefni,0,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91009820176&kennsluar=2017
JAR561L,Lokaverkefni,0,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91009820180&kennsluar=2017
JAR441L,Lokaverkefni,0,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91009920176&kennsluar=2017
JAR441L,Lokaverkefni,0,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91009920180&kennsluar=2017
TÖL431L,Lokaverkefni,0,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91010020176&kennsluar=2017
TÖL431L,Lokaverkefni,0,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91010020180&kennsluar=2017
TÖL431L,Lokaverkefni,0,Sumar,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91010020183&kennsluar=2017
FÉL441L,MA ritgerð í Félagsfræði,0,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91010120176&kennsluar=2017
FÉL441L,MA ritgerð í Félagsfræði,0,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91010120180&kennsluar=2017
FÉL441L,MA ritgerð í Félagsfræði,0,Sumar,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91010120183&kennsluar=2017
JEÐ561L,Lokaverkefni,0,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91010220176&kennsluar=2017
JEÐ561L,Lokaverkefni,0,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91010220180&kennsluar=2017
JEÐ441L,Lokaverkefni,0,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91010320176&kennsluar=2017
JEÐ441L,Lokaverkefni,0,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91010320180&kennsluar=2017
LÆK566L,Verkefni til doktorsprófs,0,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91010420176&kennsluar=2017
LÆK566L,Verkefni til doktorsprófs,0,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91010420180&kennsluar=2017
LÆK566L,Verkefni til doktorsprófs,0,Sumar,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91010420183&kennsluar=2017
UAU441L,Meistararitgerð í umhverfis- og auðlindafræði,0,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91010620176&kennsluar=2017
UAU441L,Meistararitgerð í umhverfis- og auðlindafræði,0,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91010620180&kennsluar=2017
UAU441L,Meistararitgerð í umhverfis- og auðlindafræði,0,Sumar,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91010620183&kennsluar=2017
HAG433L,MS ritgerð í fjármálahagfræði,0,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91010720176&kennsluar=2017
HAG433L,MS ritgerð í fjármálahagfræði,0,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91010720180&kennsluar=2017
HAG433L,MS ritgerð í fjármálahagfræði,0,Sumar,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91010720183&kennsluar=2017
LSS261L,Lokaverkefni,0,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91010920176&kennsluar=2017
LSS261L,Lokaverkefni,0,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91010920180&kennsluar=2017
LSS261L,Lokaverkefni,0,Sumar,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91010920183&kennsluar=2017
FÉL261L,BA ritgerð í Félagsfræði,0,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91011020176&kennsluar=2017
FÉL261L,BA ritgerð í Félagsfræði,0,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91011020180&kennsluar=2017
FÉL261L,BA ritgerð í Félagsfræði,0,Sumar,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91011020183&kennsluar=2017
UMD532L,Doktorsverkefni,0,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91011120176&kennsluar=2017
UMD532L,Doktorsverkefni,0,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91011120180&kennsluar=2017
UMD532L,Doktorsverkefni,0,Sumar,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91011120183&kennsluar=2017
ABF441L,Meistararitgerð í almennri bókmenntafræði,0,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91011320176&kennsluar=2017
ABF441L,Meistararitgerð í almennri bókmenntafræði,0,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91011320180&kennsluar=2017
ABF441L,Meistararitgerð í almennri bókmenntafræði,0,Sumar,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91011320183&kennsluar=2017
BYG561L,Lokaverkefni,0,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91011420176&kennsluar=2017
BYG561L,Lokaverkefni,0,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91011420180&kennsluar=2017
LAN441L,Lokaverkefni,0,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91011720176&kennsluar=2017
LAN441L,Lokaverkefni,0,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91011720180&kennsluar=2017
FOR571L,Lokaverkefni,0,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91011820176&kennsluar=2017
FOR571L,Lokaverkefni,0,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91011820180&kennsluar=2017
ÞJÓ241L,BA ritgerð í þjóðfræði,0,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91011920176&kennsluar=2017
ÞJÓ241L,BA ritgerð í þjóðfræði,0,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91011920180&kennsluar=2017
ÞJÓ241L,BA ritgerð í þjóðfræði,0,Sumar,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91011920183&kennsluar=2017
ÍSM441L,Meistararitgerð í íslenskri málfræði,0,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91012020176&kennsluar=2017
ÍSM441L,Meistararitgerð í íslenskri málfræði,0,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91012020180&kennsluar=2017
ÍSM441L,Meistararitgerð í íslenskri málfræði,0,Sumar,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91012020183&kennsluar=2017
SPÆ241L,BA-ritgerð í spænsku,0,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91012120176&kennsluar=2017
SPÆ241L,BA-ritgerð í spænsku,0,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91012120180&kennsluar=2017
TÖL261L,Lokaverkefni,0,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91012320176&kennsluar=2017
TÖL261L,Lokaverkefni,0,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91012320180&kennsluar=2017
MIS431L,Meistararitgerð í íslenskri miðaldafræði,0,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91012420176&kennsluar=2017
MIS431L,Meistararitgerð í íslenskri miðaldafræði,0,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91012420180&kennsluar=2017
MIS431L,Meistararitgerð í íslenskri miðaldafræði,0,Sumar,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91012420183&kennsluar=2017
SPÆ261L,BA-ritgerð í spænsku,0,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91012720176&kennsluar=2017
SPÆ261L,BA-ritgerð í spænsku,0,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91012720180&kennsluar=2017
NOK441L,Lokaverkefni,0,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91012820176&kennsluar=2017
NOK441L,Lokaverkefni,0,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91012820180&kennsluar=2017
DAN241L,BA-ritgerð í dönsku,0,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91012920176&kennsluar=2017
DAN241L,BA-ritgerð í dönsku,0,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91012920180&kennsluar=2017
HJÚ441L,Lokaverkefni,0,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91013020176&kennsluar=2017
HJÚ441L,Lokaverkefni,0,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91013020180&kennsluar=2017
LÆK565L,Verkefni til doktorsprófs,0,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91013220176&kennsluar=2017
