Númer,Heiti,Einingar,Kennslumisseri,Námstig,Slóð
GFR104G,"Saga, trú og  bókmenntir og þjóðfélag Hebrea í ljósi hliðstæðna frá nágrannaþjóðunum",10,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=01020320176&kennsluar=2017
GFR053M,Guðfræði Gamla testamentisins,5,Haust,Grunnnám / Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=01040120176&kennsluar=2017
GFR001F,Doktorsnám í guðfræði                                                                                                   ,30,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=01100220176&kennsluar=2017
GFR002F,Doktorsnám í guðfræði                                                                                                   ,30,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=01100220180&kennsluar=2017
GFR204G,Inngangur að trúfræði,10,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=01200020180&kennsluar=2017
GFR201G,Inngangur að guðfræðilegri siðfræði,10,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=01300320176&kennsluar=2017
GFR110G,Kirkjusaga Evrópu,10,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=01400520176&kennsluar=2017
GFR102G,Trúarbragðasaga,5,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=01500020180&kennsluar=2017
GFR108G,Aðferðir í akademísku námi,5,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=01520420180&kennsluar=2017
GFR324M,Sálgæslufræði,10,Haust,Grunnnám / Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=01600020176&kennsluar=2017
GFR606F,Málstofa: Framsetning kristins boðskapar í nútímasamfélagi,10,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=01620420180&kennsluar=2017
LÆK214G,Líffærafræði sj. IIA,8,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02010320180&kennsluar=2017
LÆK212G,Lífeðlisfræði I TN,8,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02010520176&kennsluar=2017
LÆK213G,Lífeðlisfræði II TN,6,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02010620180&kennsluar=2017
LÆK308G,Lyfjafræði I Ta,4,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02010720176&kennsluar=2017
LÆK307G,Lyfjafræði II Ta,4,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02010820176&kennsluar=2017
LÆK225G,Klínisk aðferð: Samskiptafræði - Sálarfræði I,1,Heilsárs,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02011020180&kennsluar=2017
LÆK226G,Klínisk aðferð: Samskiptafræði - læknir/sjúklingur I,5,Heilsárs,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02011120180&kennsluar=2017
LÆK222G,Frumulíffræði og erfðafræði,7,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02011420180&kennsluar=2017
LÆK221G,Líffærafræði IIA,8,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02011520180&kennsluar=2017
LÆK313G,Lífeðlisfræði A,7,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02012020176&kennsluar=2017
LÆK411G,Klínisk aðferð: Samskiptafræði - Sálarfræði II,2,Heilsárs,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02012220180&kennsluar=2017
LÆK412G,Klínisk aðferð: Samskiptafræði - læknir/sjúklingur II,7,Heilsárs,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02012320180&kennsluar=2017
LÆK409G,Lífeðlisfræði B,10,Heilsárs,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02012520180&kennsluar=2017
LÆK410G,Lífefna og sameindalíffræði B,10,Heilsárs,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02012820180&kennsluar=2017
LÆK314G,Lífefna og sameindalíffræði A,8,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02012920176&kennsluar=2017
LÆK413G,Sýklafræði,7,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02013020180&kennsluar=2017
LÆK414G,Veirufræði,4,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02013120180&kennsluar=2017
LÆK415G,Ónæmisfræði,5,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02013220180&kennsluar=2017
LÆK303F,Erfðalæknisfræði,4,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02013320176&kennsluar=2017
LÆK403F,Erfðalæknisfræði,4,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02013320180&kennsluar=2017
LÆK514G,Meinafræði,14,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02013420176&kennsluar=2017
LÆK515G,Lyfja- og eiturefnafræði,14,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02013520176&kennsluar=2017
LÆK615G,Klínísk aðferð,4,Heilsárs,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02013720180&kennsluar=2017
LÆK304G,Rannsóknarverkefni,0,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02013920176&kennsluar=2017
LÆK204F,"Skurðlæknisfræði, fræðileg",13,Heilsárs,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02014020180&kennsluar=2017
LÆK205F,"Skurðlæknisfræði, klínísk",13,Heilsárs,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02014120180&kennsluar=2017
LÆK207F,Myndgreining,3,Heilsárs,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02014420180&kennsluar=2017
LÆK206F,Háls- nef- og eyrnasjúkdómafræði,3,Heilsárs,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02014520180&kennsluar=2017
LÆK407F,Húð- og kynsjúkdómafræði,4,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02014620180&kennsluar=2017
LÆK105F,Meinefnafræði,2,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02014820176&kennsluar=2017
LÆK202F,"Lyflæknisfræði, fræðileg",13,Heilsárs,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02015020180&kennsluar=2017
LÆK203F,"Lyflæknisfræði, klínísk",13,Heilsárs,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02015120180&kennsluar=2017
LÆK508F,Krabbameinslæknisfræði - verkleg,2,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02015320176&kennsluar=2017
LÆK306F,Augnsjúkdómafræði,4,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02015420176&kennsluar=2017
LÆK406F,Augnsjúkdómafræði,4,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02015420180&kennsluar=2017
LÆK302F,Barnalæknisfræði,12,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02015520176&kennsluar=2017
LÆK402F,Barnalæknisfræði,12,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02015520180&kennsluar=2017
LÆK301F,Fæðinga-og kvensjúkdómafræði,12,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02015620176&kennsluar=2017
LÆK401F,Fæðinga-og kvensjúkdómafræði,12,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02015620180&kennsluar=2017
LÆK304F,Geðlæknisfræði,14,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02015720176&kennsluar=2017
LÆK404F,Geðlæknisfræði,14,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02015720180&kennsluar=2017
LÆK305F,Taugasjúkdómafræði,10,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02015820176&kennsluar=2017
LÆK405F,Taugasjúkdómafræði,10,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02015820180&kennsluar=2017
LÆK510F,Heimilislæknisfræði,8,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02015920176&kennsluar=2017
LÆK509F,Svæfingalæknisfræði,4,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02016020176&kennsluar=2017
LÆK503F,Réttarlæknisfræði,3,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02016720176&kennsluar=2017
LÆK504F,Klínísk eiturefnafræði,1,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02016820176&kennsluar=2017
LÆK505F,Endurhæfingarfræði,2,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02016920176&kennsluar=2017
LÆK506F,Bráðalækningar / Göngu og utanspítalaþjónusta,4,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02017520176&kennsluar=2017
LÆK507F,Stjórnun og gæðamál,2,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02017620176&kennsluar=2017
LÆK609F,Valnámskeið,22,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02017720180&kennsluar=2017
LÆK610F,CCSE-próf,6,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02017820180&kennsluar=2017
LÆK101F,Almenn tölfræði fyrir meistara- og doktorsnema,6,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02022020176&kennsluar=2017
LÆK101F,Almenn tölfræði fyrir meistara- og doktorsnema,6,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02022020180&kennsluar=2017
LÆK102F,Almenn aðferðafræði í rannsóknum fyrir meistara- og doktorsnema,6,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02022120176&kennsluar=2017
LÆK102F,Almenn aðferðafræði í rannsóknum fyrir meistara- og doktorsnema,6,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02022120180&kennsluar=2017
LÆK010F,"Íþróttir, sjúkdómar og lyf",8,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02022420180&kennsluar=2017
LÆK015F,Meinalíffræði - hvernig sjúkdómar verða til - áhrif erfða og umhverfis,4,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02022720176&kennsluar=2017
LÆK071F,Aðferðir í ónæmisfræði,6,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02023020180&kennsluar=2017
LÆK028F,Stofnfrumur og frumusérhæfing,6,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02023520180&kennsluar=2017
LÆK066F,Íþróttasjúkraþjálfun,10,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02024420180&kennsluar=2017
GSL102G,Kynning á læknisfræðilegri myndgerð og greiningu,0,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02061020176&kennsluar=2017
GSL101G,Efnafræði,4,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02061320176&kennsluar=2017
GSL103G,Geislaeðlisfræði 1,4,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02061420176&kennsluar=2017
GSL205G,Geislaeðlisfræði 2,4,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02061420180&kennsluar=2017
GSL201G,Umönnun sjúklinga,6,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02061520180&kennsluar=2017
GSL105G,Myndgreiningarrannsóknir 1,4,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02061620176&kennsluar=2017
GSL203G,Myndgreiningarrannsóknir 2,4,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02061620180&kennsluar=2017
GSL202G,Verklegt nám á myndgreiningardeildum I,2,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02061720180&kennsluar=2017
GSL301G,Röntgenbúnaður I,6,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02061820176&kennsluar=2017
GSL204G,Geislavarnir,4,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02061920180&kennsluar=2017
GSL302G,Sýklafræði og smitgát,4,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02062120176&kennsluar=2017
GSL303G,"Lyfjafræði, skuggaefni og bráðaviðbrögð",6,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02062220176&kennsluar=2017
GSL304G,TS tækni og skuggaefni,8,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02062420176&kennsluar=2017
GSL606G,Röntgenbúnaður II og upplýsingatækni (RIS/PACS),6,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02062620180&kennsluar=2017
GSL401G,Segulómun I,6,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02062720180&kennsluar=2017
GSL402G,Sjúkdómafræði,6,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02062820180&kennsluar=2017
GSL403G,Myndgreiningarrannsóknir 3,8,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02062920180&kennsluar=2017
GSL503G,Barnaröntgen,4,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02063220176&kennsluar=2017
GSL601G,Ísótóparannsóknir,8,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02063320180&kennsluar=2017
GSL602G,Krabbameinslækningar / geislameðferð,6,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02063720180&kennsluar=2017
GSL505G,Segulómun 2,6,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02064020176&kennsluar=2017
GSL206F,Sérhæfð geislafræði,24,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02064220180&kennsluar=2017
LEI101G,"Lífeindafræði, kynning",0,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02081020176&kennsluar=2017
LEI102G,Líffærafræði,8,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02081120176&kennsluar=2017
LEI103G,Efnafræði - A,12,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02081320176&kennsluar=2017
LEI204G,Heilbrigðisþjónusta - lífeindafræði,2,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02081520180&kennsluar=2017
LEI205G,Vísinda- og teymisvinna,6,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02081620180&kennsluar=2017
LEI201G,Efnafræði - B,4,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02081720180&kennsluar=2017
LEI203G,Lífefnafræði,8,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02081820180&kennsluar=2017
LEI202G,Tækjafræði,4,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02081920180&kennsluar=2017
LEI301G,Blóðmeinafræði - sjúkdómafræði,6,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02082120180&kennsluar=2017
LEI302G,Blóðmeinafræði - aðferðafræði,12,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02082220180&kennsluar=2017
LEI403G,Klínísk lífeðlisfræði,8,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02082320180&kennsluar=2017
LEI401G,Klínísk lífefnafræði - sjúkdómafræði,8,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02082420176&kennsluar=2017
LEI402G,Klínísk lífefnafræði - aðferðafræði,14,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02082520176&kennsluar=2017
LEI303G,Ónæmisfræði,8,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02082620176&kennsluar=2017
LEI601G,Sýklafræði - rannsóknir,16,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02083020180&kennsluar=2017
LEI602G,Sýklafræði - smitsjúkdómafræði,6,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02083120180&kennsluar=2017
LEI501G,Líffærameinafræði - rannsóknir,12,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02083220176&kennsluar=2017
LEI502G,Líffærameinafræði - sjúkdómar,6,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02083320176&kennsluar=2017
LEI503G,Erfðafræði,8,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02083420176&kennsluar=2017
LEI304G,Meðhöndlun geislavirkra efna,4,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02083520180&kennsluar=2017
LEI603G,Sameindaerfðafræði,8,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02083620180&kennsluar=2017
LEI504G,Blóðbankafræði (blóðgjafafræði),4,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02083720176&kennsluar=2017
LEI105F,Stjórnun rannsóknadeildar,8,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02084020176&kennsluar=2017
LEI106F,Hagnýt lífupplýsingafræði,8,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02084120176&kennsluar=2017
LEI206F,Málstofa í lífeinda- og geislafræði,1,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02084220176&kennsluar=2017
LEI002F,Málstofa í lífeinda- og geislafræði,1,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02084220180&kennsluar=2017
LEI208F,Lokaritgerð í diplómanámi í lífeindafræði,26,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02084620180&kennsluar=2017
LEI209F,Val - námskeið í heilbrigðisvísindum á MS stigi,4,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02084720180&kennsluar=2017
LÝÐ101F,"Lýðheilsa: Vísindi, stjórnmál, forvarnir",6,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02700120176&kennsluar=2017
LÝÐ204F,Faraldsfræði - megindleg aðferðafræði,6,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02700220180&kennsluar=2017
LÝÐ201F,Líftölfræði I,6,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02700320180&kennsluar=2017
LÝÐ202F,Verklag í vísindum,6,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02700420180&kennsluar=2017
LÝÐ301F,Líftölfræði II,6,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02700520176&kennsluar=2017
LÝÐ104F,"Áhrifavaldar heilbrigðis, forvarnir og heilsuefling",6,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02700620176&kennsluar=2017
LÝÐ005F,Afbrigðasálfræði og hugræn atferlisfræði,6,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02700720176&kennsluar=2017
LÝÐ007F,Málstofa doktorsnema í lýðheilsuvísindum,1,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02705020176&kennsluar=2017
LÝÐ007F,Málstofa doktorsnema í lýðheilsuvísindum,1,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02705020180&kennsluar=2017
LÖG001F,Skiptinám,30,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=03009020176&kennsluar=2017
LÖG201G,Stjórnskipunarréttur ásamt ágripi af þjóðarétti,15,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=03011420180&kennsluar=2017
LÖG108G,Heimspekileg forspjallsvísindi,5,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=03011620176&kennsluar=2017
LÖG203G,Fjölskyldu- og erfðaréttur,10,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=03011720180&kennsluar=2017
LÖG101G,Inngangur að lögfræði,6,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=03012120176&kennsluar=2017
LÖG206G,Evrópuréttur,6,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=03012420180&kennsluar=2017
LÖG103G,Almenn lögfræði ásamt ágripi af réttarsögu,18,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=03012520176&kennsluar=2017
LÖG104G,Inngangur að lögfræði sem aukagrein,6,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=03013120176&kennsluar=2017
LÖG303G,Samningaréttur,10,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=03021120176&kennsluar=2017
LÖG504G,Kröfuréttur I,10,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=03031120176&kennsluar=2017
LÖG502G,Refsiréttur I,10,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=03031220176&kennsluar=2017
LÖG503G,Réttarfar I,10,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=03031320176&kennsluar=2017
LÖG603G,Kröfuréttur II,8,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=03032420180&kennsluar=2017
LÖG604G,Refsiréttur II,8,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=03032520180&kennsluar=2017
LÖG605G,Réttarfar II,8,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=03032620180&kennsluar=2017
LÖG222F,Starfsmanna- og vinnuréttur,10,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=03040120180&kennsluar=2017
LÖG102F,Félagaréttur I,6,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=03040920176&kennsluar=2017
LÖG202F,Félagaréttur II,6,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=03041020180&kennsluar=2017
LÖG203F,Fullnustugerðir,6,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=03041120180&kennsluar=2017
LÖG103F,Hlutverk dómara og lögmanna við meðferð einka- og sakamála,6,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=03041220176&kennsluar=2017
LÖG119F,Höfundaréttur,6,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=03041420176&kennsluar=2017
LÖG104F,Ofbeldisbrot frá sjónarhóli kvennaréttar,6,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=03041620176&kennsluar=2017
LÖG283F,Persónuréttur og persónuvernd,6,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=03041720180&kennsluar=2017
LÖG106F,Samkeppnisréttur I,6,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=03042120176&kennsluar=2017
LÖG206F,Skuldaskilaréttur,6,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=03042520180&kennsluar=2017
LÖG168F,Stjórnsýsluréttur III,6,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=03042720176&kennsluar=2017
LÖG116F,Umhverfisrefsiréttur,6,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=03042820176&kennsluar=2017
LÖG122F,Umhverfisréttur,6,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=03043120176&kennsluar=2017
LÖG208F,Norræna málflutningskeppnin,6,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=03043420180&kennsluar=2017
